gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
56520,Der Weihnachtsabend: Eine Erzählung zum Weihnachtsgeschenke für Kinder,"Schmid, Christoph von",5355,de,,Public domain in the USA.,true
56521,Poems from Eastern Sources: The Steadfast Prince; and Other Poems,"Trench, Richard Chenevix",2062,en,,Public domain in the USA.,true
56522,Mazeppa,"Whishaw, Frederick",38216,en,,Public domain in the USA.,true
56523,Œuvres complètes de Guy de Maupassant - volume 12,"Maupassant, Guy de",306,fr,FR Littérature/FR Nouvelles,Public domain in the USA.,true
56524,Psychology and Crime,"Holmes, Thomas",629,en,,Public domain in the USA.,true
56525,Délvirágok; Oceánia,"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56526,How the Garden Grew,"Maryon, Maud",48902,en,,Public domain in the USA.,true
56527,In a Quiet Village,"Baring-Gould, S. (Sabine)",1766,en,,Public domain in the USA.,true
56528,Germinal,"Zola, Émile",528,en,,Public domain in the USA.,true
56529,"After Icebergs with a Painter
A Summer Voyage to Labrador and Around Newfoundland.","Noble, Louis Legrand",48904,en,,Public domain in the USA.,true
56530,Literary Landmarks of Venice,"Hutton, Laurence",33644,en,,Public domain in the USA.,true
56531,"Graham's Magazine, Vol. XXX, No. 1, January 1847",Various,116,en,,Public domain in the USA.,true
56532,Tanár úr kérem: Képek a középiskolából,"Karinthy, Frigyes",40760,hu,,Public domain in the USA.,true
56533,Pyhiinvaeltaja: Kuvitelmia Karjalasta,"Railo, Eino",46473,fi,,Public domain in the USA.,true
56534,"Spain in 1830, vol. 1","Inglis, Henry D. (Henry David)",48906,en,,Public domain in the USA.,true
56535,"Spain in 1830, vol. 2","Inglis, Henry D. (Henry David)",48906,en,,Public domain in the USA.,true
56536,A Life of Walt Whitman,"Binns, Henry Bryan",40321,en,,Public domain in the USA.,true
56537,"Graham's Magazine, Vol. XXX, No. 2, February 1847",Various,116,en,,Public domain in the USA.,true
56538,"The Naughty Man; or, Sir Thomas Brown
Love, Courtship and Marriage in High Life. A Poetical Satire","Bliss, Frank Chapman",48907,en,,Public domain in the USA.,true
56539,"Harper's Round Table, March 3, 1896",Various,116,en,,Public domain in the USA.,true
56540,"Miss Parloa's Young Housekeeper
Designed Especially to Aid Beginners; Economical Receipts for Those Who Are Cooking for Two or Three","Parloa, Maria",2186,en,,Public domain in the USA.,true
56541,The Joy of Life [La joie de vivre],"Zola, Émile",528,en,,Public domain in the USA.,true
56542,"Philipp Reis: Inventor of the Telephone
A Biographical Sketch","Thompson, Silvanus P. (Silvanus Phillips)",36308,en,,Public domain in the USA.,true
56543,Seikkailu rosenkreuziläisten luona,"Hartmann, Franz",48908,fi,,Public domain in the USA.,true
56544,"""Monsieur Henri"": A Foot-Note to French History","Guiney, Louise Imogen",39368,en,,Public domain in the USA.,true
56545,"L'Alfabet européen appliqué aux langues asiatiques
OEuvres de C.-F. Volney, tome VIII","Volney, C.-F. (Constantin-François)",622,fr,FR Langues,Public domain in the USA.,true
56546,"Nietzsche, sein Leben und seine Lehre","Heckel, Karl",48911,de,,Public domain in the USA.,true
56547,Orestes,Euripides,1680,sv,,Public domain in the USA.,true
56548,Punainen jumala,"London, Jack",120,fi,,Public domain in the USA.,true
56549,"Graham's Magazine, Vol. XXX, No. 3, March 1847",Various,116,en,,Public domain in the USA.,true
56550,The Popol Vuh: The Mythic and Heroic Sagas of the Kichés of Central America,"Spence, Lewis",5707,en,,Public domain in the USA.,true
56551,The Newspaper,"Dibblee, George Binney",48912,en,,Public domain in the USA.,true
56552,Patty's Pleasure Trip,"Wells, Carolyn",1060,en,,Public domain in the USA.,true
56553,The Sugar Creek Gang Digs for Treasure,"Hutchens, Paul",32685,en,,Public domain in the USA.,true
56554,The Sugar Creek Gang Goes North,"Hutchens, Paul",32685,en,,Public domain in the USA.,true
56555,The Magical Mimics in Oz,"Snow, Jack",48913,en,,Public domain in the USA.,true
56556,"Peter Poodle, Toy Maker to the King","Bradley, Will",48915,en,,Public domain in the USA.,true
56557,"The Life and Times of Alfred the Great
Being the Ford lectures for 1901","Plummer, Charles",48916,en,,Public domain in the USA.,true
56558,Au pays russe,"Legras, Jules",48923,fr,FR Peuples et Sociétés/FR Voyages et pays,Public domain in the USA.,true
56559,Lähtevien laivojen kaupunki,"Kallas, Aino",48577,fi,,Public domain in the USA.,true
56560,"Waterways and Water Transport in Different Countries
With a description of the Panama, Suez, Manchester, Nicaraguan, and other canals.","Jeans, J. Stephen (James Stephen)",8669,en,,Public domain in the USA.,true
56561,In het Hol van den Leeuw: Reisschetsen uit Sovjet-Rusland,"Fabius, J. (Jan)",48917,nl,,Public domain in the USA.,true
56562,"Kidnapped (Illustrated)
Being Memoirs of the Adventures of David Balfour in the Year 1751","Stevenson, Robert Louis",35,en,,Public domain in the USA.,true
56563,Her Sailor: A Love Story,"Saunders, Marshall",1041,en,,Public domain in the USA.,true
56564,Jaquelina,"Miller, Alex. McVeigh, Mrs.",35103,en,,Public domain in the USA.,true
56565,"Graham's Magazine, Vol. XXX, No. 4, April 1847",Various,116,en,,Public domain in the USA.,true
56566,First Love: A Novel. Vol. 2 of 3,"Loudon, Mrs. (Margracia)",37431,en,,Public domain in the USA.,true
56567,"Samling af Swenska Ordspråk
i ordning ställde efter alfabetet, med tillägg af någre utur Latinen och andre Språk, liklydande eller motswarande","Rhodin, Lars",1130,sv,,Public domain in the USA.,true
56568,"Graham's Magazine, Vol. XXX, No. 5, May 1847",Various,116,en,,Public domain in the USA.,true
56569,"The Right Honourable Sir Henry Enfield Roscoe P.C., D.C.L., F.R.S.
A Biographical Sketch","Thorpe, T. E. (Thomas Edward)",48076,en,,Public domain in the USA.,true
56570,Breaking into the movies,"Emerson, John",48920,en,,Public domain in the USA.,true
56570,Breaking into the movies,"Loos, Anita",48921,en,,Public domain in the USA.,true
56571,The Birth of Civilization in the Near East,"Frankfort, Henri",48922,en,,Public domain in the USA.,true
56572,"Water Wonders Every Child Should Know
Little Studies of Dew, Frost, Snow, Ice, and Rain","Thompson, Jean M. (Jean May)",45351,en,,Public domain in the USA.,true
56573,Nahkaratti,"Doyle, Arthur Conan",69,fi,,Public domain in the USA.,true
56574,"Graham's Magazine, Vol. XXX, No. 6, June 1847",Various,116,en,,Public domain in the USA.,true
56575,Poems from the Inner Life,"Doten, Lizzie",44339,en,,Public domain in the USA.,true
56576,Legends of Fire Island Beach and the South Side,"Shaw, Edward R. (Edward Richard)",5615,en,,Public domain in the USA.,true
56577,Adrian Savage: A Novel,"Malet, Lucas",2808,en,,Public domain in the USA.,true
56578,"The Writings of Thomas Jefferson, Vol. 9 (of 9)
Being His Autobiography, Correspondence, Reports, Messages, Addresses, and Other Writings, Official and Private","Jefferson, Thomas",1638,en,,Public domain in the USA.,true
56579,"The Countess of Lowndes Square, and Other Stories","Benson, E. F. (Edward Frederic)",812,en,,Public domain in the USA.,true
56580,Árnyképek,"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56581,"D'Orsay; or, The complete dandy","Shore, W. Teignmouth (William Teignmouth)",45912,en,,Public domain in the USA.,true
56582,The Gentle Persuasion: Sketches of Scottish Life,"Gray, Alan",48927,en,,Public domain in the USA.,true
56583,Patty in the City,"Wells, Carolyn",1060,en,,Public domain in the USA.,true
56584,Daily Training,"Benson, E. F. (Edward Frederic)",812,en,,Public domain in the USA.,true
56584,Daily Training,"Miles, Eustace",50107,en,,Public domain in the USA.,true
56585,The Use of Ropes and Tackle,"Dana, Homer J. (Homer Jackson)",48930,en,,Public domain in the USA.,true
56585,The Use of Ropes and Tackle,"Pearl, W. A. (William Armour)",48931,en,,Public domain in the USA.,true
56586,Oliver Twist,"Dickens, Charles",37,de,,Public domain in the USA.,true
56587,"The American Missionary — Volume 35, No. 10, October, 1881",Various,116,en,The American Missionary,Public domain in the USA.,true
56588,New Ideas for Work and Play: What a Girl Can Make and Do,"Beard, Lina",8086,en,,Public domain in the USA.,true
56588,New Ideas for Work and Play: What a Girl Can Make and Do,"Beard, Adelia B. (Adelia Belle)",8087,en,,Public domain in the USA.,true
56589,"Harper's Round Table, March 24, 1896",Various,116,en,,Public domain in the USA.,true
56590,The Rush for the Spoil (La Curée): A Realistic Novel,"Zola, Émile",528,en,,Public domain in the USA.,true
56591,"Az arany ember (1. rész)
Regény","Jókai, Mór",5845,hu,,Public domain in the USA.,true
56592,"Az arany ember (2. rész)
Regény","Jókai, Mór",5845,hu,,Public domain in the USA.,true
56593,Contemporary Composers,"Mason, Daniel Gregory",48933,en,,Public domain in the USA.,true
56594,Head of the Lower School,"Moore, Dorothea",48934,en,,Public domain in the USA.,true
56595,Vieras veri: Rakkausnovelleja,"Kallas, Aino",48577,fi,,Public domain in the USA.,true
56596,The Gilded Man (El Dorado) and other pictures of the Spanish occupancy of America,"Bandelier, Adolph Francis Alphonse",7940,en,,Public domain in the USA.,true
56597,The Legends and Myths of Hawaii: The fables and folk-lore of a strange people,"Kalakaua, David, King of Hawaii",48935,en,,Public domain in the USA.,true
56598,"Harry Coverdale's Courtship, and All That Came of It","Smedley, Frank E. (Frank Edward)",9067,en,,Public domain in the USA.,true
56599,"The Fortunes of the Colville Family; or, A Cloud with its Silver Lining","Smedley, Frank E. (Frank Edward)",9067,en,,Public domain in the USA.,true
56600,"Lewis Arundel; Or, The Railroad Of Life","Smedley, Frank E. (Frank Edward)",9067,en,,Public domain in the USA.,true
56601,"A Text-book of Tanning
A treatise on the conversion of skins into leather, both practical and theoretical.","Procter, H. R. (Henry Richardson)",48938,en,,Public domain in the USA.,true
56602,Frank Hunter's Peril,"Alger, Horatio, Jr.",168,en,,Public domain in the USA.,true
56603,"A Boy in the Peninsular War
The Services, Adventures and Experiences of Robert Blakeney","Blakeney, Robert",48939,en,,Public domain in the USA.,true
56604,Hänen ylhäisyytensä seikkailu: Salapoliisiromaani,"Elvestad, Sven",48941,fi,,Public domain in the USA.,true
56605,Madame de Staël,"Duffy, Bella",48942,en,,Public domain in the USA.,true
56606,Aesthetische Farbenlehre,"Hermann, Conrad",48943,de,,Public domain in the USA.,true
56607,Dauber: A Poem,"Masefield, John",582,en,,Public domain in the USA.,true
56608,Songs Unsung,"Morris, Lewis",32925,en,,Public domain in the USA.,true
56609,"A History of the British Army, Vol. 2
First Part—to the Close of the Seven Years' War","Fortescue, J. W. (John William), Sir",8884,en,,Public domain in the USA.,true
56610,Margaret Sanger: an autobiography.,"Sanger, Margaret",693,en,,Public domain in the USA.,true
56611,The Romance of the Romanoffs,"McCabe, Joseph",521,en,,Public domain in the USA.,true
56612,My Story,"Mills, Anson",48944,en,,Public domain in the USA.,true
56613,"History of English Literature from ""Beowulf"" to Swinburne","Lang, Andrew",79,en,,Public domain in the USA.,true
56614,"Village Folk-Tales of Ceylon, Volume 1 (of 3)",,,en,,Public domain in the USA.,true
56615,Musical Studies,"Newman, Ernest",48947,en,,Public domain in the USA.,true
56616,"The Canadian Horticulturist, Volume I
Compendium & Index",Various,116,en,,Public domain in the USA.,true
56617,The Art of Theatrical Make-up,"Morton, Cavendish",48949,en,,Public domain in the USA.,true
56618,The Friends of Voltaire,"Hall, Evelyn Beatrice",48867,en,,Public domain in the USA.,true
56619,"General History of Connecticut, from Its First Settlement Under George Fenwick to its Latest Period of Amity with Great Britain","Peters, Samuel",48950,en,,Public domain in the USA.,true
56620,"Ruby Roland, the Girl Spy; or, Simon Kenton's Protege","Whittaker, Frederick",48952,en,,Public domain in the USA.,true
56621,Aurora Leigh,"Browning, Elizabeth Barrett",781,en,,Public domain in the USA.,true
56622,Correspondance: Les lettres et les arts,"Zola, Émile",528,fr,"FR Biographie, Mémoires, Journal intime, Correspondance",Public domain in the USA.,true
56623,Quaint Korea,"Miln, Louise Jordan",44626,en,,Public domain in the USA.,true
56624,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 4, De La Isla De Cuba, II",,,es,,Public domain in the USA.,true
56625,"Songs of the West
Folk Songs of Devon & Cornwall Collected from the Mouths of the People","Baring-Gould, S. (Sabine)",1766,en,,Public domain in the USA.,true
56625,"Songs of the West
Folk Songs of Devon & Cornwall Collected from the Mouths of the People","Sheppard, H. Fleetwood (Henry Fleetwood)",48954,en,,Public domain in the USA.,true
56625,"Songs of the West
Folk Songs of Devon & Cornwall Collected from the Mouths of the People","Bussell, F. W. (Frederick William)",48955,en,,Public domain in the USA.,true
56626,"Johnny Nelson
How a one-time pupil of Hopalong Cassidy of the famous Bar-20 ranch in the Pecos Valley performed an act of knight-errantry and what came of it","Mulford, Clarence Edward",962,en,,Public domain in the USA.,true
56627,Szélcsend alatt; Az életből ellesve,"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56628,"An Essay on Colophons, with Specimens and Translations","Pollard, Alfred W. (Alfred William)",7475,en,,Public domain in the USA.,true
56629,"Harper's Young People, March 28, 1882
An Illustrated Weekly",Various,116,en,,Public domain in the USA.,true
56630,Rome,"Fowler, W. Warde (William Warde)",3907,en,,Public domain in the USA.,true
56631,"The Catholic World, Vol. 08, October, 1868, to March, 1869.",Various,116,en,,Public domain in the USA.,true
56632,Two Little Women and Treasure House,"Wells, Carolyn",1060,en,,Public domain in the USA.,true
56633,The City That Was,"Smith, Stephen",48958,en,,Public domain in the USA.,true
56634,"The Monist, Vol. 1, 1890-1891",Various,116,en,,Public domain in the USA.,true
56635,"The Girl's Own Paper, Vol. XX, No. 998, February 11, 1899",Various,116,en,The Girls Own Paper,Public domain in the USA.,true
56636,Kárpáthy Zoltán: Regény,"Jókai, Mór",5845,hu,,Public domain in the USA.,true
56637,Natural & Artificial Sewage Treatment,"Jones, Alfred Stowell",48960,en,,Public domain in the USA.,true
56637,Natural & Artificial Sewage Treatment,"Roechling, H. Alfred",48961,en,,Public domain in the USA.,true
56638,Hand Grenades: A handbook on rifle and hand grenades,,,en,,Public domain in the USA.,true
56639,"The Republic of the Future; or, Socialism a Reality","Dodd, Anna Bowman",2595,en,,Public domain in the USA.,true
56640,"Pleasant Talk About Fruits, Flowers and Farming","Beecher, Henry Ward",31487,en,,Public domain in the USA.,true
56641,Auswahl aus den Dichtungen Eduard Mörikes,"Mörike, Eduard",2493,de,,Public domain in the USA.,true
